#DEPTH,lithology,lithology_CNN,CASE,Fluid_KNN
1753.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1753.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1754,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1754.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1755,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1755.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1756,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1756.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1757,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1757.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1758,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1758.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1759,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1759.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1760,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1760.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1761,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1761.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1762,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1762.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1763,Shale,Shale,Non-Reservoir,Non-Reservoir
1763.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1763.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1763.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1763.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1763.625,Shale,Shale,Non-Reservoir,Non-Reservoir
